Name of Facebook Group,Group URL,Number of followers (nearest 1000)
Cosenza Genealogy,"http://www.facebook.com/groups/184418475102556
",1500.0
Marano Marchesato and Marano Principato Genealogy Active Research,"http://www.facebook.com/groups/561923524196915
",0.0
Calabria Exchange,"http://www.facebook.com/groups/calabriaexchange
",1200.0
Calabria Italy Genealogy,"http://www.facebook.com/groups/689104204468306
",9200.0
"Genealogy in Acerra, Italy","http://www.facebook.com/groups/395229083960092
",0.0
"Roots in Gallo Matese, Italy","http://www.facebook.com/groups/23121051833
",0.0
Ortodonico/Agnone/Montecorice Genealogy,"http://www.facebook.com/groups/ortodonico
",0.0
Campania Italy Genealogy,"http://www.facebook.com/groups/campaniagenealogy
",5300.0
Dual U.S.-Italian Citizenship,"http://www.facebook.com/groups/dualusitaliancitizenship
",39400.0
The Family Tree Italian Genealogy Guide Group,"http://www.facebook.com/groups/1789461534688831
",0.0
France and Mediterranean GENEALOGY,"http://www.facebook.com/groups/franceandmediterraneangenealogy
",0.0
"Germany DNA Project (incl. all German language areas: Austria, Poland etc.)","http://www.facebook.com/groups/germanydna
",2700.0
I Love Italian Genealogy,"http://www.facebook.com/groups/492286507534981
",0.0
Italia DNA - Genealogia e Genetica (ISOGG),"http://www.facebook.com/groups/Italia.DNA.Genealogia.Genetica
",0.0
Sant'Angelo dei Lombardi DNA Genealogy Group,"http://www.facebook.com/groups/123860804913439
",0.0
"Italian Genealogical Group, Inc.","http://www.facebook.com/groups/263948468266
",8400.0
Italian Genealogical Records,"http://www.facebook.com/groups/italygenrecords
",9400.0
Italian Genealogy Ancestry Monteforte Irpino,"http://www.facebook.com/groups/922750117737588
",0.0
Italian Genealogy Resources For Beginners,"http://www.facebook.com/groups/MYIGR
",1600.0
Italian Genealogy,"http://www.facebook.com/groups/italiangenealogy
",13600.0
Italian Heraldry and Genealogy,"http://www.facebook.com/groups/italianheraldryandgenealogy
",2000.0
ITALIAN ROOTS IN THE BOOT and SICILY,"http://www.facebook.com/groups/ItalianSicilianroots
",2700.0
Italy Genealogy! Just Ask!,"http://www.facebook.com/groups/ItalyGenealogyJustAsk
",0.0
"American Descendants of San Biagio Saracinisco, Italy","http://www.facebook.com/groups/979886569080661
",0.0
Soglio & Val Fontanabuona Family History Researchers,"http://www.facebook.com/groups/soglio.valfontanabuona.researchers
",0.0
My Italian Family Tree,"http://www.facebook.com/groups/1325909897446164
",4900.0
Northern Italian Genealogy,"http://www.facebook.com/groups/209863945811597
",3900.0
Random Acts Of Genealogical Kindness RAOGK -  Italy & Sicily,"http://www.facebook.com/groups/279810705551716
",0.0
Sicilian & Italian Genealogy,"http://www.facebook.com/groups/423687067672431
",2700.0
SICILIAN ANCESTOR SURNAMES AND WHERE THEY'RE FROM,"http://www.facebook.com/groups/1565570073697027
",11600.0
Sicilian Genealogy,"http://www.facebook.com/groups/sicilygenealogy
",6800.0
Aeolian Genealogy,"http://www.facebook.com/groups/AeolianGenealogy
",2200.0
"Mistretta, Sicily - Genealogy","http://www.facebook.com/groups/MistrettaGenealogy
",0.0
Sicilian Genealogy (including Aeolian Islands),"http://www.facebook.com/groups/siciliangenealogy
",15300.0
"Cerda, Sicily Genealogy","http://www.facebook.com/groups/415819391804170
",0.0
Southern Europe Genealogy Research Community,"http://www.facebook.com/groups/SouthernEuropeGenealogyResearchCommunity
",2700.0
Southern Italian DNA And Genealogy,"http://www.facebook.com/groups/323837064682234
",6800.0
Southern Italian Genealogy Network,"http://www.facebook.com/groups/179945608950
",3300.0
Southern Italy DNA Matches,"http://www.facebook.com/groups/SouthernItalyDNAMatches
",0.0
Cote d'Ivoire DNA Descendants,"http://www.facebook.com/groups/616787811825851
",0.0
African Jamaica Genealogy,"http://www.facebook.com/groups/AfricanJamaica
",0.0
Anderson Genealogy - Jamaica,"http://www.facebook.com/groups/503335276385410
",0.0
British Jamaica Genealogy,"http://www.facebook.com/groups/BritishJamaica
",1400.0
British West Indies-Jamaican Planters and Plantations,"http://www.facebook.com/groups/418096781603603
",0.0
Caribbean Genealogy! Just Ask!,"http://www.facebook.com/groups/CaribbeanJustAsk
",0.0
Caribbean Genealogy Library Family History Research Group,"http://www.facebook.com/groups/CGLUSVI
",1700.0
Caribbean Genealogy Research Community,"http://www.facebook.com/groups/556642351397619
",1000.0
"Sonnino, Italy Genealogy","http://www.facebook.com/groups/sonninoitalygenealogy
",0.0
The Caribbean Indigenous Connection,"http://www.facebook.com/groups/313898128735555
",0.0
Chinese Jamaica Genealogy,"http://www.facebook.com/groups/ChineseJamaicans
",1100.0
Clarendon Jamaica Genealogy,"http://www.facebook.com/groups/480247861991932
",1700.0
Cuba-Jamaica Genealogy,"http://www.facebook.com/groups/Cuba.Jamaica.Genealogy
",0.0
Cuban Genealogy/ Genealogia Cubana,"http://www.facebook.com/groups/268579533222473
",8300.0
Exploring Caribbean history,"http://www.facebook.com/groups/269202760462518
",16000.0
FTDNA - Jamaica DNA Project,"http://www.facebook.com/groups/FTDNAJamaicaDNAProject
",0.0
Hanover Jamaica Genealogy,"http://www.facebook.com/groups/219978258123487
",0.0
Indian Jamaica Genealogy,"http://www.facebook.com/groups/IndianJamaicans
",1200.0
Irish Jamaicans,"http://www.facebook.com/groups/153995578058088
",0.0
Jamaica DNA Social,"http://www.facebook.com/groups/Jamaicadna
",0.0
Jamaica Headstone Hunters,"http://www.facebook.com/groups/688785807809047
",0.0
Jamaica Reunited,"http://www.facebook.com/groups/jamaicareunited
",2000.0
Jamaican Genealogy & Diaspora,"http://www.facebook.com/groups/128123290548155
",2400.0
JAMAICAN Genealogy Resources,"http://www.facebook.com/groups/407415396050071
",3500.0
Jamaicans of German Descent (Genealogy),"http://www.facebook.com/groups/450519885065326
",0.0
Jewish Jamaica Genealogy,"http://www.facebook.com/groups/JewishJamaica
",0.0
Kingston Jamaica Genealogy,"http://www.facebook.com/groups/476717609009599
",2800.0
Lebanese & Syrian Jamaica Genealogy,"http://www.facebook.com/groups/LebaneseSyrianJamaica
",0.0
Manchester Jamaican Genealogy,"http://www.facebook.com/groups/430081900347390
",2200.0
Panama-Jamaica Genealogy,"http://www.facebook.com/groups/Panama.Jamaica.Genealogy
",0.0
Panamanian Jamaican,"http://www.facebook.com/groups/PanamanianJamaican
",0.0
Portland Jamaica Genealogy,"http://www.facebook.com/groups/461216447240792
",0.0
Portuguese and Spanish Jamaica Genealogy,"http://www.facebook.com/groups/PortugueseJamaica
",0.0
Saint Andrew Jamaica Genealogy,"http://www.facebook.com/groups/173325339464034
",0.0
"Yes! I am from ""The Garden Parish - St Ann, Jamaica W.I?""","http://www.facebook.com/groups/133363363464495
",9600.0
Saint Ann Jamaica Genealogy,"http://www.facebook.com/groups/400932779957416
",1600.0
Saint Catherine Jamaica Genealogy,"http://www.facebook.com/groups/321462171268712
",0.0
Saint Elizabeth Jamaica Genealogy,"http://www.facebook.com/groups/418672278154317
",5000.0
Saint James Jamaica Genealogy,"http://www.facebook.com/groups/343744452362985
",0.0
Saint Mary Jamaica Genealogy,"http://www.facebook.com/groups/244587115656843
",1200.0
Saint Thomas Jamaica Genealogy,"http://www.facebook.com/groups/381114988613878
",0.0
Scottish Jamaicans,"http://www.facebook.com/groups/scotishjamaicans
",1000.0
Council Of Native Caribbean Heritage (C.O.N.C.H),"http://www.facebook.com/groups/347332079488790
",1700.0
Taino Jamaica Genealogy,"http://www.facebook.com/groups/TainoJamaicans
",0.0
Trelawny Jamaica Genealogy,"http://www.facebook.com/groups/136911536445853
",1100.0
Vintage Jamaica,"http://www.facebook.com/groups/hertiage
",20000.0
West Indies-Caribbean History & Genealogy,"http://www.facebook.com/groups/391217058708
",1100.0
Westmoreland  Jamaica Genealogy,"http://www.facebook.com/groups/161339433998182
",1500.0
Asia Genealogy Research Community,"http://www.facebook.com/groups/367146666771463
",1700.0
National Japanese American Historical Society,"http://www.facebook.com/groups/55645132661
",0.0
"South East and East Asian Culture, History, and Language Sharing Group","http://www.facebook.com/groups/512174662317079
",1700.0
WWII Japanese American Internment History Page,"http://www.facebook.com/groups/609702755748340
",4800.0
"""Middle Eastern and Levantine DNA Results"" - The Official Project Group","http://www.facebook.com/groups/405491643241073
",0.0
KASHMIRI FAMILY                                              کشمیری فیملی,"http://www.facebook.com/groups/298819340265019
",1700.0
Kenyan Genealogy Project,"http://www.facebook.com/groups/314536082025022
",0.0
Eastern Europe Genealogy Research Community,"http://www.facebook.com/groups/EasternEuropeGenealogyResearchCommunity
",5300.0
"""Middle Eastern and Levantine DNA Results"" - The Official Project Group","http://www.facebook.com/groups/405491643241073
",0.0
"South East and East Asian Culture, History, and Language Sharing Group","http://www.facebook.com/groups/512174662317079
",1700.0
Eastern Europe Genealogy Research Community,"http://www.facebook.com/groups/EasternEuropeGenealogyResearchCommunity
",5300.0
Genetic Genealogy of Latvia,"http://www.facebook.com/groups/1576907225874244
",1300.0
Jewish genealogy in Latvia and Lithuania,"http://www.facebook.com/groups/561938827169432
",0.0
Baltic DNA,"http://www.facebook.com/groups/1602273073419042
",0.0
Latvian DNA Database,"http://www.facebook.com/groups/160025351384480
",0.0
Latvia Genealogy,"http://www.facebook.com/groups/23027101669
",4900.0
France and Mediterranean GENEALOGY,"http://www.facebook.com/groups/franceandmediterraneangenealogy
",0.0
LEBANON GENEALOGY (soon to be destroyed),"http://www.facebook.com/groups/173596332695750
",0.0
LEBANON GENEALOGY,"http://www.facebook.com/groups/lebanongenealogy
",0.0
"""Middle Eastern and Levantine DNA Results"" - The Official Project Group","http://www.facebook.com/groups/405491643241073
",0.0
France and Mediterranean GENEALOGY,"http://www.facebook.com/groups/franceandmediterraneangenealogy
",0.0
"""North Africa DNA Results"" - The Official Project Group","http://www.facebook.com/groups/662324300617957
",7100.0
Central Europe Genealogy Research Community,"http://www.facebook.com/groups/CentralEuropeGenealogyResearchCommunity
",7800.0
"Germany DNA Project (incl. all German language areas: Austria, Poland etc.)","http://www.facebook.com/groups/germanydna
",2700.0
Eastern Europe Genealogy Research Community,"http://www.facebook.com/groups/EasternEuropeGenealogyResearchCommunity
",5300.0
Jewish genealogy in Latvia and Lithuania,"http://www.facebook.com/groups/561938827169432
",0.0
Jewish Lithuanian Heritage,"http://www.facebook.com/groups/61911662840
",0.0
Baltic DNA,"http://www.facebook.com/groups/1602273073419042
",0.0
Lithuanian DNA Database (Gedmatch),"http://www.facebook.com/groups/131532164230256
",1300.0
Lithuanian Genealogy,"http://www.facebook.com/groups/287999691307510
",6000.0
Lithuanian Global Genealogical Society,"http://www.facebook.com/groups/lithuanian.genealogy
",14300.0
My family are from Zarasai region of Lithuania,"http://www.facebook.com/groups/1524836267834925
",0.0
Central Europe Genealogy Research Community,"http://www.facebook.com/groups/CentralEuropeGenealogyResearchCommunity
",7800.0
"Germany DNA Project (incl. all German language areas: Austria, Poland etc.)","http://www.facebook.com/groups/germanydna
",2700.0
Luxembourg-USA Genealogy,"http://www.facebook.com/groups/246020915460323
",0.0
"South East and East Asian Culture, History, and Language Sharing Group","http://www.facebook.com/groups/512174662317079
",1700.0
Eastern Europe Genealogy Research Community,"http://www.facebook.com/groups/EasternEuropeGenealogyResearchCommunity
",5300.0
Malaysian Heritage and History Club,"http://www.facebook.com/groups/malaysian.heritage.and.history.club
",45100.0
"Malaysia History, Cultural and Vintage Community","http://www.facebook.com/groups/460620787952685
",4600.0
"South East and East Asian Culture, History, and Language Sharing Group","http://www.facebook.com/groups/512174662317079
",1700.0
History of Maldives,"http://www.facebook.com/groups/620865924602814
",0.0
Maldivian History Archive,"http://www.facebook.com/groups/maldivianhistory
",0.0
My Maldives ~ A view at Maldivian History,"http://www.facebook.com/groups/595528937210110
",0.0
The Maltese & the British History Group,"http://www.facebook.com/groups/179566499543357
",5700.0
The British in Malta History Group,"http://www.facebook.com/groups/173790315984149
",9800.0
France and Mediterranean GENEALOGY,"http://www.facebook.com/groups/franceandmediterraneangenealogy
",0.0
The Knights of Malta History Group,"http://www.facebook.com/groups/theknightsofmalta
",8000.0
MALTA DNA & GENEALOGY,"http://www.facebook.com/groups/MaltaProject
",4400.0
Malta Military History,"http://www.facebook.com/groups/557092884469855
",0.0
Malta - Past & Present,"http://www.facebook.com/groups/1727805014143574
",1200.0
MALTA VINTAGE HISTORY,"http://www.facebook.com/groups/768456500209072
",32200.000000000004
Southern Europe Genealogy Research Community,"http://www.facebook.com/groups/SouthernEuropeGenealogyResearchCommunity
",2700.0
Caribbean Genealogy! Just Ask!,"http://www.facebook.com/groups/CaribbeanJustAsk
",0.0
Caribbean Genealogy Library Family History Research Group,"http://www.facebook.com/groups/CGLUSVI
",1700.0
Caribbean Genealogy Research Community,"http://www.facebook.com/groups/556642351397619
",1000.0
West Indies-Caribbean History & Genealogy,"http://www.facebook.com/groups/391217058708
",1100.0
Chihuahua State Genealogy Group-The Original,"http://www.facebook.com/groups/1176254035735078
",1600.0
Descendants of India in Mexico - DIM,"http://www.facebook.com/groups/105197279557234
",4700.0
Genealogía Mexicana / Mexican Genealogy,"http://www.facebook.com/groups/773968692650577
",0.0
Mexican Genealogy,"http://www.facebook.com/groups/mexicangenealogy
",37400.0
Mexico and Central America Genealogy Research Community,"http://www.facebook.com/groups/745657082223571
",1200.0
Mexico Genealogy! Just Ask!,"http://www.facebook.com/groups/MexicoGenealogyJustAsk
",0.0
Michoacan State Genealogy Group,"http://www.facebook.com/groups/MichoacanGenealogy
",1200.0
We Are Cousins,"http://www.facebook.com/groups/wacgroup
",6800.0
Bessarabian / Moldavian Jewish Roots,"http://www.facebook.com/groups/Bessarabian.Moldavian.Jewishroots
",3100.0
Eastern Europe Genealogy Research Community,"http://www.facebook.com/groups/EasternEuropeGenealogyResearchCommunity
",5300.0
SGGEE (Society for German Genealogy in Eastern Europe),"http://www.facebook.com/groups/1812539775626960
",1700.0
France and Mediterranean GENEALOGY,"http://www.facebook.com/groups/franceandmediterraneangenealogy
",0.0
"South East and East Asian Culture, History, and Language Sharing Group","http://www.facebook.com/groups/512174662317079
",1700.0
Eastern Europe Genealogy Research Community,"http://www.facebook.com/groups/EasternEuropeGenealogyResearchCommunity
",5300.0
British West Indies-Jamaican Planters and Plantations,"http://www.facebook.com/groups/418096781603603
",0.0
Caribbean Genealogy! Just Ask!,"http://www.facebook.com/groups/CaribbeanJustAsk
",0.0
Caribbean Genealogy Library Family History Research Group,"http://www.facebook.com/groups/CGLUSVI
",1700.0
Caribbean Genealogy Research Community,"http://www.facebook.com/groups/556642351397619
",1000.0
West Indies-Caribbean History & Genealogy,"http://www.facebook.com/groups/391217058708
",1100.0
France and Mediterranean GENEALOGY,"http://www.facebook.com/groups/franceandmediterraneangenealogy
",0.0
"""North Africa DNA Results"" - The Official Project Group","http://www.facebook.com/groups/662324300617957
",7100.0
"South East and East Asian Culture, History, and Language Sharing Group","http://www.facebook.com/groups/512174662317079
",1700.0
AADAS (Association for the Advancement of Dutch-American Studies),"http://www.facebook.com/groups/300585647027743
",0.0
Central Europe Genealogy Research Community,"http://www.facebook.com/groups/CentralEuropeGenealogyResearchCommunity
",7800.0
Dutch Ancestor Images,"http://www.facebook.com/groups/111933789480491
",5500.0
Dutch culture and traditions,"http://www.facebook.com/groups/1556473474364339
",19100.0
Dutch DNA MatchFinders,"http://www.facebook.com/groups/1239334109522773
",0.0
Dutch Genealogy,"http://www.facebook.com/groups/DutchGenealogy
",14300.0
Dutch Jewish Genealogy - Joodse genealogie,"http://www.facebook.com/groups/joodse.genealogie
",0.0
Genealogie Zeeuws-Vlaanderen,"http://www.facebook.com/groups/genzv
",0.0
Genealogie Nederland,"http://www.facebook.com/groups/genealogiened
",0.0
Friesland Groningen & Drenthe Genealogy,"http://www.facebook.com/groups/127312317330183
",1300.0
"Albertland Descendants (Port Albert, Wellsford) +Our DNA Links","http://www.facebook.com/groups/295813541010392
",0.0
Asia Genealogy Research Community,"http://www.facebook.com/groups/367146666771463
",1700.0
British-New Zealand Ancestry,"http://www.facebook.com/groups/1418849871771867
",1400.0
Cape Breton to New Zealand - the 2nd Highland migration,"http://www.facebook.com/groups/1586800484866849
",0.0
Comte de Paris Descendants Group Incorporated - NZ,"http://www.facebook.com/groups/comtedeparis
",0.0
Cornish Downunder,"http://www.facebook.com/groups/543390335722263
",0.0
Finding & Identifying NZ Genealogy Memorabilia,"http://www.facebook.com/groups/FindingandIdentifyingNZGenealogyMemorabilia
",1800.0
Discussion Group for Gedmatch's Ancestor Project Matches,"http://www.facebook.com/groups/AncestorProjectMatching
",1700.0
Genealogy New Zealand and Beyond,"http://www.facebook.com/groups/674657529315896
",7200.0
Ireland & The Irish around the World DNA Matching,"http://www.facebook.com/groups/NZIREDNAMATCHFINDER
",3300.0
Kapiti Genealogy,"http://www.facebook.com/groups/KapitiGenealogy
",0.0
Australian & New Zealanders of Scottish Descent Genealogy and DNA  Database,"http://www.facebook.com/groups/KiwisOfScottishDescent
",2000.0
Using DNA for Genealogy - Australia & NZ,"http://www.facebook.com/groups/400009620157960
",14500.0
New Zealand DNA - our Family links - Did your Ancestors come here,"http://www.facebook.com/groups/644446299353608
",1000.0
New Zealand Genealogy and  DNA  Database,"http://www.facebook.com/groups/NewZealandDNAFamilyFinderDatabase
",0.0
New Zealand Genealogy! Just Ask!,"http://www.facebook.com/groups/NewZealandGenealogyJustAsk
",0.0
Genealogy - New Zealand Super Sleuths,"http://www.facebook.com/groups/669258113280626
",2800.0
New Zealand History and Genealogy,"http://www.facebook.com/groups/146742562016637
",6600.0
NZ Marriage Witness Index,"http://www.facebook.com/groups/nzwit
",1800.0
Australia / New Zealand Genealogy Document Exchange,"http://www.facebook.com/groups/AustNZGenealogyDocumentExchange
",0.0
Polynesian DNA,"http://www.facebook.com/groups/605508099482290
",1800.0
Te Ira Tangata Māori DNA,"http://www.facebook.com/groups/TeIraTangataMaoriDNA
",0.0
"Top of the South Island, New Zealand History","http://www.facebook.com/groups/929091180584437
",14800.0
Using DNA for Genealogy - Australia & NZ,"http://www.facebook.com/groups/400009620157960
",14500.0
West Coast South Island history,"http://www.facebook.com/groups/WestCoastNewZealandhistory
",25100.0
Australia and New Zealand in WWI,"http://www.facebook.com/groups/717630081633554
",2700.0
"WW1 Australian and New Zealand Nurses, Plus Other Roles Of Women.","http://www.facebook.com/groups/231152183701926
",1500.0
Mexico and Central America Genealogy Research Community,"http://www.facebook.com/groups/745657082223571
",1200.0
EGBA DESCENDANTS (Egba Omo Lisabi),"http://www.facebook.com/groups/Theegbas
",130500.0
Polynesian DNA,"http://www.facebook.com/groups/605508099482290
",1800.0
Asia Genealogy Research Community,"http://www.facebook.com/groups/367146666771463
",1700.0
Australian & New Zealanders of Irish Descent Genealogy and DNA Database,"http://www.facebook.com/groups/NZersofIrishDescentGenealogyandDNAFamilyFinder
",1600.0
Australian & New Zealanders of Scottish Descent Genealogy and DNA  Database,"http://www.facebook.com/groups/NZersofScottishDescentGenealogyandDNAFamilyFinder
",2000.0
"South East and East Asian Culture, History, and Language Sharing Group","http://www.facebook.com/groups/512174662317079
",1700.0
1718 Society,"http://www.facebook.com/groups/1485652625086099
",0.0
Ancestry UK,"http://www.facebook.com/groups/AncestryUK
",46300.0
Ancestry UK - The Friendly Family History Group,"http://www.facebook.com/groups/AncestryUKTheFriendlyFamilyHistoryGroup
",9200.0
British Isles Genealogy,"http://www.facebook.com/groups/British.Isles.Gen
",4800.0
Ballymena Family History Society - NIFHS Genealogy DNA interest Co Antrim,"http://www.facebook.com/groups/BallymenaFamilyHistorySociety
",0.0
Larne Family History Society,"http://www.facebook.com/groups/525964990888238
",0.0
Causeway Coast & Glens Family History Society,"http://www.facebook.com/groups/369380516507533
",0.0
Co Antrim/Down DNA Matchmaker group,"http://www.facebook.com/groups/727683260920707
",1100.0
Co Armagh/Tyrone DNA Matchmaker Group,"http://www.facebook.com/groups/237284437193831
",0.0
Armagh Family History Group,"http://www.facebook.com/groups/1102863963062370
",1100.0
Armagh Family History Group,"http://www.facebook.com/groups/1102863963062370
",1100.0
County Armagh Genealogy,"http://www.facebook.com/groups/393637757367672
",2600.0
North Derry / Londonderry Genealogy & History Society,"http://www.facebook.com/groups/440252732729871
",3300.0
Causeway Coast & Glens Family History Society,"http://www.facebook.com/groups/369380516507533
",0.0
County Derry Genealogy,"http://www.facebook.com/groups/CountyDerryGenealogy
",0.0
IGP's County Fermanagh N. Ireland Genealogy Group,"http://www.facebook.com/groups/FermanaghGold
",1400.0
County Leitrim History & Genealogy,"http://www.facebook.com/groups/263005190516402
",2500.0
Castlederg & District Family History Society,"http://www.facebook.com/groups/castledergfamilyhistorysociety
",2200.0
Old Strabane and its memories,"http://www.facebook.com/groups/451480941552540
",16800.0
Tyrone Family History Society,"http://www.facebook.com/groups/omaghfhs
",1700.0
Decendants of Strabane Tyrone County Ireland,"http://www.facebook.com/groups/116754780369
",1200.0
Co Armagh/Tyrone DNA Matchmaker Group,"http://www.facebook.com/groups/237284437193831
",0.0
County Tyrone Ireland Genealogy,"http://www.facebook.com/groups/326996944081379
",5100.0
IGP's County Wicklow Ireland Genealogy Group,"http://www.facebook.com/groups/wicklow
",1000.0
DISCOVER ME Free UK Searching for Long Lost Family and Friends xxx..,"http://www.facebook.com/groups/418116178396482
",6700.0
DNA for Genealogy - UK,"http://www.facebook.com/groups/1609877835941769
",2800.0
DNA help for Genealogy (UK),"http://www.facebook.com/groups/AncestryUKDNA
",13000.0
Find My Ancestors Gravestone In Northern Ireland,"http://www.facebook.com/groups/882738598476072
",0.0
Irish Genealogy,"http://www.facebook.com/groups/2231876262
",37600.0
Jewish Genealogical Society of Great Britain (JGSGB),"http://www.facebook.com/groups/JGSGB
",2200.0
The Maghera and District Genealogical & History Society,"http://www.facebook.com/groups/172319309584937
",2300.0
Northern Ireland Ancestry,"http://www.facebook.com/groups/525809647521622
",6800.0
Northern Ireland Genealogy Research,"http://www.facebook.com/groups/951205748360594
",2800.0
Our Celtic Ancestors,"http://www.facebook.com/groups/ourcelticancestors
",9100.0
Scots-Irish / Ulster Scots,"http://www.facebook.com/groups/2211892586
",2100.0
Tr4ce Genealogy,"http://www.facebook.com/groups/228723277300512
",0.0
Ulster ScotIrish Society,"http://www.facebook.com/groups/108716419245683
",0.0
Ulster Scots / Scots Irish .,"http://www.facebook.com/groups/408890685856074
",0.0
Ulster Scots Scots Irish Genealogy,"http://www.facebook.com/groups/1038990352780881
",12000.0
Vintage Picture Postcard Group (Worldwide).,"http://www.facebook.com/groups/1683390465230024
",3200.0
Hallingdal Norwegians — Genealogy,"http://www.facebook.com/groups/325964030889741
",1300.0
The Greater Nordic Regional Y-DNA Project,"http://www.facebook.com/groups/ScandinavianY
",0.0
Northern Europe Genealogy Research Community,"http://www.facebook.com/groups/NorthernEuropeGenealogyResearchCommunity
",2300.0
Norway Chapter of the VGA,"http://www.facebook.com/groups/vga.norway
",0.0
Norway DNA - Norgesprosjektet FTDNA,"http://www.facebook.com/groups/NorwayDNA
",3800.0
Norway Genealogy! Just Ask!,"http://www.facebook.com/groups/NorwayGenealogyJustAsk
",1300.0
Norwegian-American Genealogy Help Here,"http://www.facebook.com/groups/1763930297197882
",4200.0
Norwegian Gedmatch DNA Matching,"http://www.facebook.com/groups/norwegiangedmatchdnamatching
",2100.0
Norwegian Genealogy,"http://www.facebook.com/groups/NorwegianGenealogy
",17100.0
NORWEGIANS in the CIVIL WAR,"http://www.facebook.com/groups/1532972836825694
",0.0
Our Scandinavian & Finnish GENEALOGY,"http://www.facebook.com/groups/1759419117666821
",4900.0
Saami (Sami) Genealogy,"http://www.facebook.com/groups/140438440450
",2500.0
Scandinavian Genealogical Research Center,"http://www.facebook.com/groups/1437307716567758
",8000.0
Skjåk og Lom Geni,"http://www.facebook.com/groups/SkjakGeni
",0.0
Official Sons of Norway Facebook Group,"http://www.facebook.com/groups/34670774511
",26000.0
"""Middle Eastern and Levantine DNA Results"" - The Official Project Group","http://www.facebook.com/groups/405491643241073
",0.0
Asia Genealogy Research Community,"http://www.facebook.com/groups/367146666771463
",1700.0
France and Mediterranean GENEALOGY,"http://www.facebook.com/groups/franceandmediterraneangenealogy
",0.0
"""Middle Eastern and Levantine DNA Results"" - The Official Project Group","http://www.facebook.com/groups/405491643241073
",0.0
Mexico and Central America Genealogy Research Community,"http://www.facebook.com/groups/745657082223571
",1200.0
Panama-Jamaica Genealogy,"http://www.facebook.com/groups/Panama.Jamaica.Genealogy
",0.0
South American Genealogy Research Community,"http://www.facebook.com/groups/652692348167695
",1100.0
South American Genealogy Research Community,"http://www.facebook.com/groups/652692348167695
",1100.0
"American Spanish European Descendants in Cebu Negros Panay, other islands","http://www.facebook.com/groups/612005752582098
",0.0
"Descendants of American, Spanish, and European Settlers in the Philippines","http://www.facebook.com/groups/376219975886548
",1600.0
Filipino Heraldry Society,"http://www.facebook.com/groups/117177875096319
",0.0
Manila Police Heritage,"http://www.facebook.com/groups/715573748519206
",4700.0
Random Acts Of Genealogical Kindness RAOGK - Philippines,"http://www.facebook.com/groups/1514539972127424
",0.0
"South East and East Asian Culture, History, and Language Sharing Group","http://www.facebook.com/groups/512174662317079
",1700.0
Brama Grodzka: Memory - Place - Presence,"http://www.facebook.com/groups/1125982027461001
",0.0
Central Europe Genealogy Research Community,"http://www.facebook.com/groups/CentralEuropeGenealogyResearchCommunity
",7800.0
"Descendants of Hyrowa, Mszana, Polany, Smereczne & Olchowiec","http://www.facebook.com/groups/hyrowa
",0.0
Galicia Family History Group 🇵🇱🇺🇦,"http://www.facebook.com/groups/644292589109006
",9700.0
Galicia Poland Ukraine Eastern and Central Europe Genealogy Group,"http://www.facebook.com/groups/925731987825476
",5700.0
Galizien German Genealogy Group,"http://www.facebook.com/groups/4810727069
",1400.0
Genealogy in Poland,"http://www.facebook.com/groups/Genealogy.in.Poland
",4700.0
"Germany DNA Project (incl. all German language areas: Austria, Poland etc.)","http://www.facebook.com/groups/germanydna
",2700.0
"Hrubieszow, Grabowiec, Horodlo, Uchanie, Wojslawice Jewish Ancestry","http://www.facebook.com/groups/385995358264813
",0.0
"Jewish Ancestry from Goraj, Frampol, Bilgoraj, Lukowa and Jozefow","http://www.facebook.com/groups/615192195482882
",0.0
"Jewish Ancestry from Lublin, Leczna, Cycow, Sosnowica, Trawniki and Sawin","http://www.facebook.com/groups/405978893202277
",0.0
Jewish Ancestry in Poland,"http://www.facebook.com/groups/213378245537127
",17500.0
"Jewish Ancestry in Pulawy, Lubartow, Deblin, Ryki, Kock and Kazimierz Dolny","http://www.facebook.com/groups/334496070409551
",0.0
Radocyna descendants,"http://www.facebook.com/groups/1415040588804830
",0.0
The Dobra Szlachecka Society,"http://www.facebook.com/groups/306205971060
",0.0
"Jewish Lukow, Miedzyrzec, Siedlce, Biala, Radzyn, Losice and Lomazy","http://www.facebook.com/groups/JLMSBR
",1500.0
Jewish roots in Jarosław & Przemyśl (Pshemish),"http://www.facebook.com/groups/1397238110549273
",0.0
"Jews from Lublin District -- Hrubieszow, Chelm, Zamosc & More","http://www.facebook.com/groups/SEPolandJewishGen
",3000.0
"Jews from Izbica, Krasnystaw, Belzyce, Bychawa, Zolkiewka, Piaski & Turobin","http://www.facebook.com/groups/471050326395860
",0.0
"Krasnik, Krzeszow, Janow Lubelski, Modliborzyce, Urzedow & Budzyn Jews","http://www.facebook.com/groups/1524261457820420
",0.0
Kulaszne Podkarpackie Poland,"http://www.facebook.com/groups/385329124964624
",0.0
Lemko Ancestry & DNA,"http://www.facebook.com/groups/319572048241913
",2100.0
Lubliner Reunion,"http://www.facebook.com/groups/Lubliners
",0.0
My Poznan-Slupca-Ladek-Konin DNA Cousins,"http://www.facebook.com/groups/1070241236435363
",0.0
🇵🇱 Poland & Genealogy 🌳,"http://www.facebook.com/groups/polandandgenealogy
",11600.0
