Name of Facebook Group,Group URL,Number of followers (nearest 1000)
Monroe County History Page,"http://www.facebook.com/groups/520965137952412
",2600.0
Porter County (Indiana) Memories / History UNLEASHED,"http://www.facebook.com/groups/PorterCountyMemories
",12400.0
Randolph County Indiana Historical and Genealogical Society,"http://www.facebook.com/groups/700114120119028
",0.0
Randolph County Indiana History,"http://www.facebook.com/groups/106992726009900
",2700.0
"Ripley County,Indiana Genealogy","http://www.facebook.com/groups/176263870681
",0.0
Rush County Historical & Genealogical Forum,"http://www.facebook.com/groups/413690891993723
",1100.0
"Shelby County, Indiana History and Genealogy","http://www.facebook.com/groups/2793234114139287
",1100.0
Society of Indiana History Enthusiasts,"http://www.facebook.com/groups/societyofindianahistoryenthusiasts
",4200.0
"Anderson/Madison County, Indiana history.","http://www.facebook.com/groups/243031889119374
",9500.0
IN-South-Central Genealogy,"http://www.facebook.com/groups/948461181899216
",0.0
"Orange County, Indiana, Genealogy","http://www.facebook.com/groups/1270000599685594
",0.0
IN-South-Central Genealogy,"http://www.facebook.com/groups/948461181899216
",0.0
IN-South-Central Genealogy,"http://www.facebook.com/groups/948461181899216
",0.0
Society of Indiana Pioneers,"http://www.facebook.com/groups/312593771083
",1200.0
IN-South-Central Genealogy,"http://www.facebook.com/groups/948461181899216
",0.0
Southern Indiana Genealogy Group,"http://www.facebook.com/groups/SouthernIndGenealogy
",0.0
History of South Bend/Mishawaka,"http://www.facebook.com/groups/353605474733690
",38400.0
Twigs from the Tree of Life,"http://www.facebook.com/groups/267503986848
",0.0
"Genealogy: St. Joseph County, Indiana","http://www.facebook.com/groups/St.JosephCounty.IN.Genealogy
",0.0
Tippecanoe County Area Genealogy Society (TIPCOA),"http://www.facebook.com/groups/164869502605
",0.0
Tri-State Genealogy Connection (OH-KY-IN),"http://www.facebook.com/groups/TriStateGenealogyConnection
",3300.0
Wabash County Indiana Genealogy,"http://www.facebook.com/groups/368011849884709
",0.0
Historic Richmond Indiana Photos,"http://www.facebook.com/groups/HistoricRichmondIndianaPhotos
",15400.0
R.I.P. (Restoration In Peace),"http://www.facebook.com/groups/R.I.P.bulletin
",0.0
IN-South-Central Genealogy,"http://www.facebook.com/groups/948461181899216
",0.0
Black Hawk County Iowa Genealogy,"http://www.facebook.com/groups/558668220948329
",0.0
"Cass County, Iowa, Genealogical Society","http://www.facebook.com/groups/447580845313345
",0.0
Cedar Valley LGBT History,"http://www.facebook.com/groups/479893499225001
",0.0
Cedar County Historical Society,"http://www.facebook.com/groups/197511546046
",1100.0
Historical Pictures of Burlington Iowa.,"http://www.facebook.com/groups/1586322571641366
",2700.0
The Forgotten Iowa Historical Society,"http://www.facebook.com/groups/forgotteniowa
",91300.0
IOWA Abandoned Images,"http://www.facebook.com/groups/1447592358585656
",134100.0
Iowa Genealogy! Just Ask!,"http://www.facebook.com/groups/IowaGenealogyJustAsk
",1200.0
Iowa Genealogy Network,"http://www.facebook.com/groups/138731752868271
",3100.0
Iowa Genealogy,"http://www.facebook.com/groups/63365887894
",5600.0
IOWA History,"http://www.facebook.com/groups/244448552426980
",22300.0
Iowa's Rural Schools,"http://www.facebook.com/groups/261309104576243
",2700.0
Muscatine Area Stories & History,"http://www.facebook.com/groups/MASandH
",3200.0
Southwest Iowa Cemetery Explorers,"http://www.facebook.com/groups/645207512264150
",0.0
CIVIL WAR VETERANS OF WAPELLO COUNTY IOWA,"http://www.facebook.com/groups/597859850287536
",0.0
OTTUMWA CALVARY CEMETERY OLD ORIGINAL PART,"http://www.facebook.com/groups/775828995867366
",0.0
Wapello County Genealogical Society,"http://www.facebook.com/groups/wapellocountygs
",0.0
Harvey County Kansas - Memories & Genealogy,"http://www.facebook.com/groups/408157789297884
",0.0
Our Ozarks History,"http://www.facebook.com/groups/OurOzarksHistory
",13600.0
Kansas Genealogy! Just Ask!,"http://www.facebook.com/groups/KansasGenealogyJustAsk
",0.0
Kansas Genealogy Network,"http://www.facebook.com/groups/205097109536008
",1500.0
Kansas Genealogy,"http://www.facebook.com/groups/KansasGenealogy
",4600.0
KANSAS HISTORY GEEKS,"http://www.facebook.com/groups/KansasHistoryGeeks
",44900.0
Old and Interesting places in Kansas,"http://www.facebook.com/groups/150810108393432
",56000.0
North Central Kansas Genealogy and History Club,"http://www.facebook.com/groups/221194474672559
",0.0
Wichita history from my perspective,"http://www.facebook.com/groups/1536039336677412
",15200.0
Daughters Of Clio,"http://www.facebook.com/groups/280813759432921
",0.0
Topeka History Geeks,"http://www.facebook.com/groups/112796828765489
",39100.0
Local Kansas City History Buffs,"http://www.facebook.com/groups/126159798374
",38000.0
Abandoned Kentucky,"http://www.facebook.com/groups/585131344903525
",411000.0
Appalachian Coal Camps,"http://www.facebook.com/groups/415557188885514
",8100.0
"Bath County Kentucky, Genealogy group","http://www.facebook.com/groups/320051364706603
",0.0
"Fleming, Bath, and Nicholas County, Kentucky  Genealogy","http://www.facebook.com/groups/163350160440670
",0.0
Bell County Ky History and Genealogy,"http://www.facebook.com/groups/259862437435283
",4200.0
Big Sandy River Genealogy Club,"http://www.facebook.com/groups/BigSandyRiverGenealogyClub
",1900.0
"Boone County, Kentucky Genealogy","http://www.facebook.com/groups/264458680296818
",0.0
"Bourbon County, Kentucky History","http://www.facebook.com/groups/bourboncountykentucky
",0.0
Bourbon County Ky History and Genealogy,"http://www.facebook.com/groups/1629590323991914
",0.0
"Bourbon, Clark, Fayette, & Montgomery Counties Ky Genealogy","http://www.facebook.com/groups/1591962504382127
",0.0
"Boyd County, Kentucky Genealogy & Family History Research","http://www.facebook.com/groups/116682955094479
",2800.0
Boyd County Kentucky History,"http://www.facebook.com/groups/241682229326549
",3700.0
"Bracken, Harrison, Mason, Nicholas Robertson County Ky History Genealogy","http://www.facebook.com/groups/865340470216747
",0.0
"Breathitt, Lee, Owsley and Wolfe County Ky History and Genealogy","http://www.facebook.com/groups/276618322449763
",4400.0
Breathitt Memories,"http://www.facebook.com/groups/BreathittMemories
",11900.0
Kansas City East Bottoms Reunion,"http://www.facebook.com/groups/586911348035627
",0.0
"Breckinridge County, Kentucky Genealogists/Researchers","http://www.facebook.com/groups/88607450560
",0.0
My roots are in Butler Co. Kentucky,"http://www.facebook.com/groups/293233388695
",4200.0
Port William Historical Society,"http://www.facebook.com/groups/portwilliamhistoricalsociety
",0.0
"Memories of Olive Hill, Kentucky","http://www.facebook.com/groups/62957967924
",7700.0
YOU KNOW YOU ARE FROM CARTER COUNTY IF ....,"http://www.facebook.com/groups/118141668215378
",2100.0
"Carter County, Kentucky Genealogy Research Site","http://www.facebook.com/groups/114893201864007
",9900.0
"Casey County, Kentucky","http://www.facebook.com/groups/CaseyCountyKentucky
",5400.0
Fayette County  Ky History and Genealogy,"http://www.facebook.com/groups/138682706339076
",0.0
Historic Western State Hospital of Kentucky,"http://www.facebook.com/groups/154117405037354
",0.0
"Clark County Kentucky, Genealogy group","http://www.facebook.com/groups/310939002277133
",0.0
"Bourbon, Clark, Fayette, & Montgomery Counties Ky Genealogy","http://www.facebook.com/groups/1591962504382127
",0.0
"Clay County, KY Cemetery Mapping Project","http://www.facebook.com/groups/472749252875283
",0.0
The Clay County Genealogical and Historical Society,"http://www.facebook.com/groups/theclaycountykygenealogicalandhistoricalsociety
",5800.0
Clay County Ky History and Genealogy,"http://www.facebook.com/groups/407647409305868
",4400.0
Cumberland Gap DNA and Genealogy,"http://www.facebook.com/groups/2409187872743532
",1800.0
"Genealogy discussion group for Knottsville (Daviess County), Kentucky","http://www.facebook.com/groups/KnottsvilleGenalogy
",1600.0
Whitesville Kentucky Genealogy and Pictures,"http://www.facebook.com/groups/144912658915519
",3800.0
Dutch Cousins in Kentucky,"http://www.facebook.com/groups/156758727678545
",0.0
East KY Genealogy,"http://www.facebook.com/groups/107798540758
",4300.0
Eastern Kentucky Genealogy Brick Walls,"http://www.facebook.com/groups/336801749763589
",2600.0
Early Kentucky History,"http://www.facebook.com/groups/923715477741683
",16700.0
ELLIOTT COUNTY KENTUCKY FOLKS,"http://www.facebook.com/groups/23161090253
",4700.0
"Elliott County, Ky. Genealogy","http://www.facebook.com/groups/207605585973395
",3400.0
"Estill County, Ky History and Genealogy","http://www.facebook.com/groups/253974572477
",5300.0
"Bourbon, Clark, Fayette, & Montgomery Counties Ky Genealogy","http://www.facebook.com/groups/1591962504382127
",0.0
First Families of Kentucky (Ken-Tah-Ten - Land of Tomorrow),"http://www.facebook.com/groups/492554980809416
",5700.0
"Fleming, Bath, and Nicholas County, Kentucky  Genealogy","http://www.facebook.com/groups/163350160440670
",0.0
Floyd/ Johnson County Kentucky Family History,"http://www.facebook.com/groups/JohnsonCounty
",0.0
"Floyd County, Kentucky Genealogy","http://www.facebook.com/groups/258085887550651
",6400.0
"Boyle, Garrard, Jessamine and Mercer County Ky History and Genealogy","http://www.facebook.com/groups/230371410426795
",0.0
Kentucky DNA and Genealogy Research,"http://www.facebook.com/groups/586924011435193
",5900.0
Greenup County Kentucky Genealogy Research Group,"http://www.facebook.com/groups/196684190387653
",4200.0
Greenup County Kentucky History,"http://www.facebook.com/groups/663508953659921
",9200.0
Hardin County Kentucky History & Genealogy,"http://www.facebook.com/groups/243878325786143
",0.0
"Harlan County, Kentucky Genealogy Group","http://www.facebook.com/groups/289430421171940
",8200.0
Harlan County Ky History and Genealogy,"http://www.facebook.com/groups/289412474503358
",5500.0
Jackson County Ky History and Genealogy,"http://www.facebook.com/groups/430988850283334
",8400.0
"Jessamine County, Ky genealogy","http://www.facebook.com/groups/215224795321502
",1700.0
Floyd/ Johnson County Kentucky Family History,"http://www.facebook.com/groups/JohnsonCounty
",0.0
"Johnson County, Kentucky Genealogy","http://www.facebook.com/groups/176298652447969
",1800.0
Johnson County Kentucky Genealogy,"http://www.facebook.com/groups/365743133493961
",2400.0
My Old Kentucky Genealogy Brick Wall,"http://www.facebook.com/groups/395417237535340
",1300.0
The Cemeteries of Kentucky,"http://www.facebook.com/groups/470919639662416
",9100.0
Genealogy of Kentucky families,"http://www.facebook.com/groups/663572837084951
",0.0
Kentucky Genealogy! Just Ask!,"http://www.facebook.com/groups/KentuckyGenealogyJustAsk
",3100.0
Kentucky Genealogy Network,"http://www.facebook.com/groups/234524476564823
",16900.0
Kentucky Genealogy Records,"http://www.facebook.com/groups/1585603288341982
",9900.0
"Kentucky History and Genealogy Network, Inc","http://www.facebook.com/groups/213528675446718
",11700.0
Kentucky Tall Tales and Folklore,"http://www.facebook.com/groups/174787872678959
",6000.0
Kentucky's Feuds,"http://www.facebook.com/groups/439344786093355
",4300.0
Memories of Old Highway 23,"http://www.facebook.com/groups/263744307093042
",1300.0
Knox County Ky History and Genealogy,"http://www.facebook.com/groups/122907464526103
",3900.0
Laurel County Ky History and Genealogy,"http://www.facebook.com/groups/166276710062560
",2200.0
Lee County and Wolfe County Ky History and Genealogy,"http://www.facebook.com/groups/289962277699433
",1500.0
Kentucky's Neglected or Forgotten Cemeteries,"http://www.facebook.com/groups/302995559864132
",3200.0
Leslie County Ky History and Genealogy,"http://www.facebook.com/groups/420947307953683
",2700.0
West Letcher Oral History Society,"http://www.facebook.com/groups/296877960457202
",0.0
"Letcher County, Ky Genealogy","http://www.facebook.com/groups/131410900235839
",12800.0
Letcher County Ky History and Genealogy,"http://www.facebook.com/groups/1650494991896665
",1500.0
Lewis County Kentucky Genealogy Research Group,"http://www.facebook.com/groups/255048984506336
",1800.0
"Madison County, Ky History and Genealogy","http://www.facebook.com/groups/334220979959227
",1500.0
"Madison County, Ky History and Genealogy","http://www.facebook.com/groups/334220979959227
",1500.0
Friends of Magoffin County Historical Society,"http://www.facebook.com/groups/magoffin
",7800.0
Marion County Kentucky History and Genealogy,"http://www.facebook.com/groups/403215733132218
",6500.0
"Mason County, Kentucky Research Group","http://www.facebook.com/groups/343096775736634
",0.0
"Bracken, Harrison, Mason, Nicholas Robertson County Ky History Genealogy","http://www.facebook.com/groups/865340470216747
",0.0
McCreary County Ky History and Genealogy,"http://www.facebook.com/groups/146117095471074
",2300.0
McCreary Co.Record Obits and Tidbits,"http://www.facebook.com/groups/307987415889466
",9500.0
Menifee County Memories,"http://www.facebook.com/groups/354270037879
",3000.0
"IF YOU GREW UP IN FOUNTAIN RUN,REMEMBER WHEN?","http://www.facebook.com/groups/127259907366497
",1400.0
Monroe County Ky History and Genealogy,"http://www.facebook.com/groups/1446003335722788
",3000.0
"Bourbon, Clark, Fayette, & Montgomery Counties Ky Genealogy","http://www.facebook.com/groups/1591962504382127
",0.0
"If you grew up in West Liberty, KY you remember...","http://www.facebook.com/groups/148639378550498
",3600.0
Morgan County Ky History and Genealogy,"http://www.facebook.com/groups/439443889446875
",3500.0
My Old Kentucky Genealogy Brick Wall,"http://www.facebook.com/groups/395417237535340
",1300.0
"Fleming, Bath, and Nicholas County, Kentucky  Genealogy","http://www.facebook.com/groups/163350160440670
",0.0
"Boyd, Carter, Elliott and Lawrence Ky History and Genealogy","http://www.facebook.com/groups/439912706061357
",1400.0
"Boone, Campbell, Gallatin, Grant, Kenton, Pendleton Ky Hstry and Genealogy","http://www.facebook.com/groups/411790882235296
",1500.0
"Boone, Campbell, Gallatin, Grant, Kenton, Pendleton Ky Hstry and Genealogy","http://www.facebook.com/groups/411790882235296
",1500.0
Spencer County Ky History and Genealogy,"http://www.facebook.com/groups/528030720556835
",0.0
"Ohio County, Kentucky History","http://www.facebook.com/groups/891747397522210
",9900.0
"Owsley County, Family Research","http://www.facebook.com/groups/230432883705033
",1600.0
"Perry Co, Ky Genealogy","http://www.facebook.com/groups/jonescass
",1400.0
Perry County Ky History and Genealogy,"http://www.facebook.com/groups/182878495226253
",3300.0
"Riverside Cemetery, Perry County, Kentucky","http://www.facebook.com/groups/412247525624574
",1000.0
"Blackberry Creek (Ransom),  Kentucky History","http://www.facebook.com/groups/blackberrycreek
",3200.0
Pike County Kentucky Genealogy,"http://www.facebook.com/groups/PikeCoKyGen
",6300.0
Pike County Kentucky History,"http://www.facebook.com/groups/289918227743472
",8400.0
Portuguese Melungeons,"http://www.facebook.com/groups/PortugueseMelungeons
",1100.0
Powell County Genealogical Site,"http://www.facebook.com/groups/Powellcountygenealogicalsite
",0.0
Pulaski County Ky History and Genealogy,"http://www.facebook.com/groups/459225777462481
",2400.0
"Bracken, Harrison, Mason, Nicholas Robertson County Ky History Genealogy","http://www.facebook.com/groups/865340470216747
",0.0
Rockcastle County Ky History and Genealogy,"http://www.facebook.com/groups/344692858911007
",3300.0
Rowan County Kentucky Cousins Chat And Share Genealogy,"http://www.facebook.com/groups/RowanCountyKentuckyCousins
",0.0
Scott County (Kentucky) Genealogical Society,"http://www.facebook.com/groups/347332598724744
",0.0
Carroll Henry Franklin Owen Scott Trimble County Ky History and Genealogy,"http://www.facebook.com/groups/409215729265705
",0.0
"Knott County, Letcher County and Perry County Ky History and Genealogy","http://www.facebook.com/groups/766128790175666
",3200.0
Clinton County Ky History and Genealogy,"http://www.facebook.com/groups/592872490737218
",1100.0
Southern Mountains History Discussion Group,"http://www.facebook.com/groups/423296097689157
",0.0
"Butler, Daviess, Hancock and Ohio County  Ky History and Genealogy","http://www.facebook.com/groups/569170806512532
",0.0
Kentucky Genealogy Records,"http://www.facebook.com/groups/1585603288341982
",9900.0
Trimble County Historical Society,"http://www.facebook.com/groups/416982605076155
",0.0
Tri-State Genealogy,"http://www.facebook.com/groups/763882273697492
",0.0
Tri-State Genealogy Connection (OH-KY-IN),"http://www.facebook.com/groups/TriStateGenealogyConnection
",3300.0
Washington County Kentucky History and Genealogy,"http://www.facebook.com/groups/235191530158172
",0.0
Wayne County Ky History and Genealogy,"http://www.facebook.com/groups/581033358590003
",2700.0
Whitley County Ky History and Genealogy,"http://www.facebook.com/groups/289847397756284
",2900.0
"Knox, Laurel, McCreary and Whitley County Ky History and Genealogy","http://www.facebook.com/groups/190978424370922
",6600.0
Lee County and Wolfe County Ky History and Genealogy,"http://www.facebook.com/groups/289962277699433
",1500.0
Tennessee Modeling Network - Photographers Models HMUAs Videos - TFP & Paid,"http://www.facebook.com/groups/169711373093400
",1300.0
"If you grew up in Wolfe County , Ky you will remember.....","http://www.facebook.com/groups/143801315705252
",4600.0
"Wolfe County, KY Genealogy","http://www.facebook.com/groups/490695561012428
",0.0
Woodford County Ky History and Genealogy,"http://www.facebook.com/groups/1448633658778819
",0.0
LAFAYETTE (LOUISIANA) GENEALOGICAL SOCIETY,"http://www.facebook.com/groups/387261908140844
",0.0
Church Point Memories,"http://www.facebook.com/groups/198792616843649
",6400.0
"Acadian and Cajun Genealogy, Culture, History & Music","http://www.facebook.com/groups/130009663727863
",8800.0
Acadian & French-Canadian Genealogy & History,"http://www.facebook.com/groups/224797574204625
",5700.0
Acadian Genealogy,"http://www.facebook.com/groups/2224685391
",5300.0
Acadian-Cajun Genealogy & History,"http://www.facebook.com/groups/87023755806
",0.0
"Ark-La-Tex Genealogical Association Shreveport, LA","http://www.facebook.com/groups/ALTGA
",0.0
Avoyelles Parish Genealogy Research,"http://www.facebook.com/groups/319855841468539
",2800.0
Ancestors Of Beauregard Parish,"http://www.facebook.com/groups/1486839791584861
",1800.0
Historic Cannon Cemetery of Beauregard Parish,"http://www.facebook.com/groups/861276397372361
",1300.0
"Castor, Louisiana Memory Page","http://www.facebook.com/groups/140353202704371
",1400.0
"History of Bienville Parish, Louisiana","http://www.facebook.com/groups/616353115085554
",2000.0
Canary Islanders of Louisiana,"http://www.facebook.com/groups/canaryislanders
",3800.0
Creoles Of America History and Heritage,"http://www.facebook.com/groups/1204676262880306
",0.0
"DeSoto Parish, LA Genealogy","http://www.facebook.com/groups/1800333883544847
",0.0
Greater Baton Rouge Parishes and Iberville Parish Genealogy,"http://www.facebook.com/groups/619965948104098
",0.0
East Feliciana and West Feliciana Parish Genealogy,"http://www.facebook.com/groups/785378521499056
",0.0
The Felicianas ~ History of East & West Feliciana Parishes,"http://www.facebook.com/groups/HistoryOfEastAndWestFelicianaParishes
",5000.0
LAFAYETTE (LOUISIANA) GENEALOGICAL SOCIETY,"http://www.facebook.com/groups/387261908140844
",0.0
Franklin Parish Historical Group In Memory of Chris & Jaime Cruse,"http://www.facebook.com/groups/1019067121512115
",2200.0
History of Grant Parish,"http://www.facebook.com/groups/1627716767486484
",11000.0
Greater New Orleans Genealogy Group,"http://www.facebook.com/groups/234295569945597
",1500.0
LAFAYETTE (LOUISIANA) GENEALOGICAL SOCIETY,"http://www.facebook.com/groups/387261908140844
",0.0
"Jackson Parish, LA - History, Geography and Folks","http://www.facebook.com/groups/230460756990821
",1500.0
LAFAYETTE (LOUISIANA) GENEALOGICAL SOCIETY,"http://www.facebook.com/groups/387261908140844
",0.0
"Bowie, LA History, Stories, and Pictures from the Past","http://www.facebook.com/groups/901617416570631
",0.0
"Remember Lockport, the good ole days.......","http://www.facebook.com/groups/235291346511713
",4200.0
"LaSalle Parish, LA Genealogy","http://www.facebook.com/groups/1261489453989544
",0.0
Let's Talk New Orleans - Past or Present,"http://www.facebook.com/groups/LetsTalkNewOrleans
",2500.0
Louisiana French Creoles,"http://www.facebook.com/groups/263128063863486
",5300.0
Louisiana Genealogy! Just Ask!,"http://www.facebook.com/groups/LouisianaGenealogyJustAsk
",1900.0
Louisiana Genealogy Network,"http://www.facebook.com/groups/121573484596801
",6300.0
"Provencal Genealogy, Ancestry & History","http://www.facebook.com/groups/564982030265908
",1500.0
Remember Natchitoches When,"http://www.facebook.com/groups/119311284769251
",6800.0
Natchitoches Parish Genealogy,"http://www.facebook.com/groups/577148889385384
",0.0
LIVING HISTORIES OF NORTH LOUISIANA FAMILIES,"http://www.facebook.com/groups/196658893713479
",0.0
New Orleans Italians,"http://www.facebook.com/groups/neworleansitalians
",16800.0
Ouachita Parish History,"http://www.facebook.com/groups/OuachitaParishHistory
",4000.0
"Pointe Coupèe Parish, LA - Genealogy, History, and Culture","http://www.facebook.com/groups/301804849879427
",1100.0
"History, Genealogy and Culture Past and Present of Pointe Coupee","http://www.facebook.com/groups/529473187477390
",0.0
Historic Hineston,"http://www.facebook.com/groups/Historic.Hineston
",3500.0
"Rapides Parish, LA Genealogy","http://www.facebook.com/groups/458626494545414
",0.0
"Richland Parish History, Culture, Old Photos, & Stories","http://www.facebook.com/groups/RichlandParishHistory
",4800.0
You're Probably From Opelousas If,"http://www.facebook.com/groups/216283458421847
",6300.0
LAFAYETTE (LOUISIANA) GENEALOGICAL SOCIETY,"http://www.facebook.com/groups/387261908140844
",0.0
Bayou Chene,"http://www.facebook.com/groups/110812928938894
",2900.0
LAFAYETTE (LOUISIANA) GENEALOGICAL SOCIETY,"http://www.facebook.com/groups/387261908140844
",0.0
"Slidell, Louisiana History, Photos, stories,  legends and tall tales.","http://www.facebook.com/groups/540879546048425
",12900.0
St. Tammany Genealogical Society,"http://www.facebook.com/groups/522322181253073
",0.0
Tensas Parish Louisiana History And Genealogy Alliance,"http://www.facebook.com/groups/tensashistory
",4500.0
Terrebonne Genealogical Society Friends,"http://www.facebook.com/groups/173022412713415
",0.0
LAFAYETTE (LOUISIANA) GENEALOGICAL SOCIETY,"http://www.facebook.com/groups/387261908140844
",0.0
Vernon Parish History,"http://www.facebook.com/groups/748997355168855
",0.0
East Feliciana and West Feliciana Parish Genealogy,"http://www.facebook.com/groups/785378521499056
",0.0
The Felicianas ~ History of East & West Feliciana Parishes,"http://www.facebook.com/groups/HistoryOfEastAndWestFelicianaParishes
",5000.0
Winn Parish History Discussion Group,"http://www.facebook.com/groups/winnparishhistory
",0.0
History of Winn Parish,"http://www.facebook.com/groups/110863732296887
",5400.0
1718 Society,"http://www.facebook.com/groups/1485652625086099
",0.0
"Acadian Northwoods Heritage, History, and Genealogy","http://www.facebook.com/groups/177363285747386
",2800.0
Minot Maine Historical Society,"http://www.facebook.com/groups/105742049486988
",0.0
Aroostook Family Connections,"http://www.facebook.com/groups/137161659758894
",2200.0
"Van Buren, Maine Genealogy","http://www.facebook.com/groups/185284473981
",5500.0
"BEST Genealogy Sites, Northeast","http://www.facebook.com/groups/1008994262515396
",0.0
Pejepscot Genealogy Society,"http://www.facebook.com/groups/pejepscotgenealogy
",0.0
Greater Portland Chapter of the Maine Genealogical Society,"http://www.facebook.com/groups/175634419550
",0.0
"THE IRISH OF PORTLAND, MAINE, A HISTORY OF FOREST CITY HIBERNIANS","http://www.facebook.com/groups/470335009802388
",0.0
earlyMaine Genealogy,"http://www.facebook.com/groups/52228944668
",2200.0
Early New England Families after the Great Migration (1641 -1700),"http://www.facebook.com/groups/818333918223475
",1700.0
Greater Portland Chapter of the Maine Genealogical Society,"http://www.facebook.com/groups/175634419550
",0.0
"DEER ISLE, Hancock County, MAINE. USA, Genealogy","http://www.facebook.com/groups/1739605756263702
",0.0
Hancock County Genealogical Society (Maine),"http://www.facebook.com/groups/521976737919662
",0.0
Oakland (Maine) History and Genealogy,"http://www.facebook.com/groups/229002434052
",1000.0
Vassalboro Historical Society,"http://www.facebook.com/groups/117851691589018
",0.0
Kennebec County Maine Genealogy,"http://www.facebook.com/groups/164364534189569
",0.0
North Haven and Vinalhaven Genealogy,"http://www.facebook.com/groups/nhandvh
",0.0
Wawenoc Chapter of the Maine Genealogical Society,"http://www.facebook.com/groups/106111096106997
",0.0
"Maine Genealogical DIG, DNA Interest Group","http://www.facebook.com/groups/186984298326924
",0.0
Maine Genealogical Society,"http://www.facebook.com/groups/mainegenealogicalsociety
",4900.0
Maine Genealogy! Just Ask!,"http://www.facebook.com/groups/MaineGenealogyJustAsk
",0.0
Maine Genealogy (Maine Genealogy group),"http://www.facebook.com/groups/mainegen
",3000.0
Maine Genealogy (Maine Genealogy group),"http://www.facebook.com/groups/mainegen
",3000.0
Maine Old Cemetery Association,"http://www.facebook.com/groups/465276240226065
",4200.0
Acadian & French-Canadian Genealogy & History,"http://www.facebook.com/groups/AcadianFrenchCanadianGenealogy
",5700.0
NEAPG New England Chapter of the Association of Professional Genealogists,"http://www.facebook.com/groups/71106899553
",0.0
New England DNA /Gedmatch Project,"http://www.facebook.com/groups/380247892716040
",0.0
New England Genealogy Ancestors and Me,"http://www.facebook.com/groups/newenglandgenealogyancestorsandme
",1100.0
New England Family Genealogy and History,"http://www.facebook.com/groups/HistoryGenNEFamilies
",12000.0
New England Genealogy,"http://www.facebook.com/groups/2474151226
",9800.0
NORTHEAST COOL GENEALOGY GROUPS,"http://www.facebook.com/groups/112731995739140
",0.0
Order of the First Families of Maine 1604-1652,"http://www.facebook.com/groups/1443350742602419
",0.0
Dexter Maine Town History,"http://www.facebook.com/groups/590157324380290
",4000.0
"Lincoln Maine Historical Society Museum, WBroadway, Lincoln, Maine","http://www.facebook.com/groups/73797767153
",1500.0
"Lincoln Maine Historical Society Museum, WBroadway, Lincoln, Maine","http://www.facebook.com/groups/73797767153
",1500.0
Penobscot County Genealogical Society,"http://www.facebook.com/groups/pcgenealogical
",0.0
Pejepscot Genealogy Society,"http://www.facebook.com/groups/pejepscotgenealogy
",0.0
Hartland Maine Historical Society,"http://www.facebook.com/groups/1538562396429825
",0.0
Pejepscot Genealogy Society,"http://www.facebook.com/groups/pejepscotgenealogy
",0.0
Ukrainians Of New England |  Українці Із Нової Англії,"http://www.facebook.com/groups/neukrainians
",1800.0
Wawenoc Chapter of the Maine Genealogical Society,"http://www.facebook.com/groups/106111096106997
",0.0
Waldo County Maine Genealogy,"http://www.facebook.com/groups/1712133118843919
",0.0
Allegany County Genealogists,"http://www.facebook.com/groups/475573442510159
",1000.0
Anne Arundel Genealogical Society,"http://www.facebook.com/groups/aagsmd
",1200.0
Appalachian Coal Camps,"http://www.facebook.com/groups/415557188885514
",8100.0
Baltimore History- Baltimore City Historical Society,"http://www.facebook.com/groups/41843756593
",10300.0
Baltimore History and Photos -   NO POLITICS,"http://www.facebook.com/groups/593983257683050
",11600.0
"BALTIMORE MARYLAND, HISTORY,  OLD AND NEW","http://www.facebook.com/groups/109549859400198
",2500.0
Rosedale History Project,"http://www.facebook.com/groups/264283310605049
",0.0
BALTIMORE OLD PHOTOS,"http://www.facebook.com/groups/779324542159457
",128699.99999999999
Baltimore Past and Present Photos,"http://www.facebook.com/groups/974133196011125
",70100.0
Baltimore History- Baltimore City Historical Society,"http://www.facebook.com/groups/41843756593
",10300.0
Harford /Baltimore County History,"http://www.facebook.com/groups/2050834728573878
",1700.0
Rosedale History Project,"http://www.facebook.com/groups/264283310605049
",0.0
Baltimore County Genealogical Society,"http://www.facebook.com/groups/BaltimoreGenealogy
",1200.0
Historical Society of Baltimore County,"http://www.facebook.com/groups/109332990609
",3500.0
Charles County Memories,"http://www.facebook.com/groups/393686220717315
",9000.0
Dorchester County Maryland Genealogy Club,"http://www.facebook.com/groups/133250573385827
",1200.0
FRECOGS (Frederick County (MD) Genealogical Society),"http://www.facebook.com/groups/frecogs
",0.0
FamilyHart Roots Frederick County MD Genealogy,"http://www.facebook.com/groups/FamilyHartMDFrederick
",0.0
Frederick County Veterans History Project,"http://www.facebook.com/groups/108006439239549
",0.0
Genealogy Calendar,"http://www.facebook.com/groups/genealogycalendar
",0.0
Harford /Baltimore County History,"http://www.facebook.com/groups/2050834728573878
",1700.0
"Harford County, Maryland Genealogy","http://www.facebook.com/groups/323513133402
",0.0
Maryland Genealogy! Just Ask!,"http://www.facebook.com/groups/MarylandGenealogyJustAsk
",2000.0
Maryland Genealogy Network,"http://www.facebook.com/groups/221399914559665
",5100.0
"MaGGS, the Maryland Genetic Genealogy Society","http://www.facebook.com/groups/marylandgengensociety
",0.0
West Virginia / Virginia / Pennsylvania / Maryland/ Ohio Genealogy,"http://www.facebook.com/groups/100281330098703
",0.0
"Random Acts of Genealogical Kindness RAOGK - Maryland, United States","http://www.facebook.com/groups/1520073214907849
",0.0
TAKOMA PARK 1890-1990,"http://www.facebook.com/groups/308490159165705
",1500.0
